Дата,Сумма,Операция,Детали,Unnamed: 4,user_id,category
11.03.26,"- 1 580,00 ₸",Покупка,GOOGLE *YouTubePremium,,user_560,Кредиты
11.03.26,"+ 1 580,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Кредиты
11.03.26,"- 2 200,00 ₸",Перевод,Ахан Д.,,user_966,Подписки
11.03.26,"+ 2 200,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Ремонт
11.03.26,"- 2 570,00 ₸",Перевод,Білім С.,,user_777,Подарки
11.03.26,"+ 2 570,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Аренда
10.03.26,"- 500,00 ₸",Перевод,Гаппарбек Т.,,user_665,Развлечения
10.03.26,"- 10 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_809,Медицина
10.03.26,"- 10 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_347,Авто
10.03.26,"- 10 000,00 ₸",Перевод,Мұхамедəмен Ə.,,user_347,Развлечения
10.03.26,"+ 10 000,00 ₸",Пополнение,Еркебулан Н.,,user_521,Страхование
10.03.26,"+ 20 000,00 ₸",Пополнение,Мұхамедəмен Ə.,,user_665,Спорт
09.03.26,"- 1 790,00 ₸",Перевод,Күміс Д.,,user_379,Ремонт
09.03.26,"- 1 640,00 ₸",Перевод,Марс Д.,,user_347,Связь
09.03.26,"- 1 230,00 ₸",Перевод,Нурбек Т.,,user_379,Транспорт
09.03.26,"+ 5 000,00 ₸",Пополнение,Еркебулан Н.,,user_777,Штрафы
09.03.26,"- 2 821,50 ₸",Разное,Комиссия за перевод на карту др. банка,,user_521,Образование
09.03.26,"- 297 000,00 ₸",Перевод,На карту Freedom Finance Bank*8197,,user_777,Инвестиции
09.03.26,"+ 300 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Ремонт
09.03.26,"- 1 910,00 ₸",Перевод,Жанар Ш.,,user_665,Электроника
09.03.26,"+ 1 910,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Коммуналка
09.03.26,"- 20 000,00 ₸",Перевод,Еркебулан Н.,,user_665,Путешествия
09.03.26,"+ 19 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Штрафы
09.03.26,"+ 1 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Продукты
08.03.26,"- 200 000,00 ₸",Перевод,Асылбек С.,,user_560,Красота
08.03.26,"+ 200 000,00 ₸",Пополнение,Данияр С.,,user_304,Такси
08.03.26,"- 20 000,00 ₸",Перевод,Молдир Ж.,,user_471,Спорт
08.03.26,"+ 10 000,00 ₸",Пополнение,Əлішер Б.,,user_809,Авто
08.03.26,"+ 10 000,00 ₸",Пополнение,С карты другого банка,,user_809,Кредиты
08.03.26,"- 2 380,00 ₸",Покупка,"ИП ""ТОХТИЕВ""",,user_521,Медицина
08.03.26,"+ 2 200,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_521,Аренда
07.03.26,"- 7 700,00 ₸",Перевод,Алибек Б.,,user_777,Медицина
07.03.26,"+ 7 700,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Питомцы
07.03.26,"- 500,00 ₸",Перевод,Жумахан У.,,user_665,Путешествия
07.03.26,"- 7 700,00 ₸",Перевод,Зарина Ш.,,user_304,Рестораны
07.03.26,"+ 7 700,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_379,Электроника
07.03.26,"- 500,00 ₸",Перевод,Гаппарбек Т.,,user_304,Дети
07.03.26,"- 4 000,00 ₸",Перевод,Марлен Б.,,user_379,Образование
07.03.26,"+ 4 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Медицина
07.03.26,"- 25 000,00 ₸",Перевод,Жанат Б.,,user_471,Красота
07.03.26,"+ 25 356,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Подарки
07.03.26,"- 2 400,00 ₸",Перевод,Ахан Д.,,user_521,Штрафы
07.03.26,"- 5 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_471,Электроника
07.03.26,"+ 7 000,00 ₸",Пополнение,С карты другого банка,,user_347,Питомцы
06.03.26,"- 9 235,00 ₸",Покупка,"ТОО ""АС TIME""",,user_304,Подписки
06.03.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Подарки
06.03.26,"+ 6 000,00 ₸",Пополнение,Нұрдəулет С.,,user_560,Дети
06.03.26,"- 44 600,00 ₸",Перевод,Нұрдəулет С.,,user_777,Страхование
06.03.26,"+ 100,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Рестораны
06.03.26,"+ 209,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_521,Подарки
06.03.26,"+ 2 200,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_347,Образование
06.03.26,"+ 6 900,00 ₸",Пополнение,С карты другого банка,,user_304,Связь
06.03.26,"+ 35 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Штрафы
05.03.26,"- 41 700,00 ₸",Перевод,Арайлым Б.,,user_304,Развлечения
05.03.26,"+ 41 700,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Питомцы
05.03.26,"- 500,00 ₸",Перевод,Малика Т.,,user_560,Дети
05.03.26,"+ 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Образование
05.03.26,"- 105 000,00 ₸",Перевод,Мəди А.,,user_304,Ремонт
05.03.26,"+ 105 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_379,Путешествия
05.03.26,"- 300 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_966,Штрафы
05.03.26,"+ 300 000,00 ₸",Пополнение,Əлішер Б.,,user_521,Страхование
05.03.26,"- 245,00 ₸",Покупка,YANDEX.GO,,user_809,Инвестиции
04.03.26,"- 15 400,00 ₸",Перевод,Нұрдəулет С.,,user_665,Медицина
04.03.26,"+ 5 400,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_966,Спорт
04.03.26,"+ 5 000,00 ₸",Пополнение,Ернар А.,,user_347,Штрафы
04.03.26,"+ 5 000,00 ₸",Пополнение,Рахат Б.,,user_966,Образование
04.03.26,"- 25 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_560,Дети
04.03.26,"+ 5 000,00 ₸",Пополнение,Бекет Н.,,user_809,Кредиты
04.03.26,"+ 5 000,00 ₸",Пополнение,Худайберди З.,,user_347,Красота
04.03.26,"+ 5 000,00 ₸",Пополнение,Нұрдəулет С.,,user_521,Такси
04.03.26,"+ 5 000,00 ₸",Пополнение,Аймат Қ.,,user_347,Страхование
04.03.26,"+ 5 000,00 ₸",Пополнение,Бауыржан Н.,,user_809,Инвестиции
04.03.26,"- 30 000,00 ₸",Перевод,Ахан Д.,,user_966,Рестораны
04.03.26,"- 170 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_379,Путешествия
04.03.26,"+ 200 000,00 ₸",Пополнение,С карты другого банка,,user_809,Развлечения
04.03.26,"- 6 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_471,Коммуналка
04.03.26,"+ 2 615,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Инвестиции
04.03.26,"- 2 870,00 ₸",Перевод,Асхат А.,,user_347,Связь
04.03.26,"+ 2 870,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Рестораны
04.03.26,"- 2 615,91 ₸",Покупка,WWW.PERPLEXITY.AI,,user_665,Коммуналка
03.03.26,"- 20 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_471,Штрафы
03.03.26,"+ 20 000,00 ₸",Пополнение,Мəди А.,,user_777,Страхование
03.03.26,"- 20 000,00 ₸",Перевод,Мəди А.,,user_304,Спорт
03.03.26,"+ 20 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_665,Рестораны
03.03.26,"+ 6 000,00 ₸",Пополнение,Мəди А.,,user_665,Ремонт
03.03.26,"- 6 000,00 ₸",Перевод,Мəди А.,,user_809,Ремонт
03.03.26,"+ 6 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_665,Авто
02.03.26,"- 37 000,00 ₸",Покупка,FedEx,,user_379,Питомцы
02.03.26,"+ 37 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_379,Связь
01.03.26,"- 1 500,00 ₸",Перевод,Марлен Б.,,user_521,Продукты
01.03.26,"+ 1 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_347,Развлечения
01.03.26,"- 106,37 ₸ (- 0,21 USD)",Покупка,GOOGLE*CLOUD MVPJXK,,user_379,Электроника
01.03.26,"- 2 750,00 ₸",Покупка,"ИП ""ТОХТИЕВ""",,user_809,Такси
01.03.26,"+ 2 500,00 ₸",Пополнение,Əлішер Б.,,user_471,Такси
01.03.26,"- 5 000,00 ₸",Покупка,YANDEX.CLOUD,,user_304,Коммуналка
01.03.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_379,Спорт
01.03.26,"- 2 500,00 ₸",Перевод,Елдар Н.,,user_521,Подарки
01.03.26,"+ 2 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Штрафы
28.02.26,"- 10 000,00 ₸",Перевод,Мұхамедəмен Ə.,,user_809,Питомцы
28.02.26,"+ 10 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_521,Медицина
28.02.26,"- 5 000,00 ₸",Перевод,Мəди А.,,user_521,Страхование
28.02.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Кредиты
28.02.26,"- 2 451,00 ₸",Покупка,Izi,,user_521,Электроника
28.02.26,"+ 2 451,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Кредиты
28.02.26,"- 5 448,60 ₸ (- 10,80 USD)",Покупка,"OPENROUTER, INC",,user_471,Продукты
28.02.26,"+ 6 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Такси
28.02.26,"- 7 400,00 ₸",Покупка,Meganet,,user_347,Связь
28.02.26,"- 7 400,00 ₸",Покупка,Meganet,,user_304,Инвестиции
28.02.26,"+ 800,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Продукты
28.02.26,"+ 14 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_347,Аренда
27.02.26,"- 500,00 ₸",Перевод,Байжан Ж.,,user_560,Штрафы
27.02.26,"+ 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Дети
27.02.26,"- 2 570,00 ₸",Перевод,Абай Ж.,,user_966,Подписки
27.02.26,"+ 2 570,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Рестораны
26.02.26,"- 500,00 ₸",Перевод,Əліпбек Ж.,,user_966,Путешествия
26.02.26,"+ 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_665,Авто
26.02.26,"- 500,00 ₸",Перевод,Хақназар Ғ.,,user_809,Ремонт
26.02.26,"- 979,00 ₸",Покупка,PERSONALITY.CO,,user_560,Транспорт
25.02.26,"- 10 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_966,Электроника
25.02.26,"- 1 000,00 ₸",Перевод,Марлен Б.,,user_966,Медицина
25.02.26,"+ 10 000,00 ₸",Пополнение,Дина Б.,,user_521,Аренда
25.02.26,"- 10 000,00 ₸",Перевод,Дина Б.,,user_777,Питомцы
25.02.26,"+ 10 000,00 ₸",Пополнение,Мұхамедəмен Ə.,,user_665,Штрафы
25.02.26,"+ 2 090,00 ₸",Пополнение,Бекет Н.,,user_665,Штрафы
24.02.26,"- 15 000,00 ₸",Перевод,Ахан Д.,,user_379,Спорт
24.02.26,"+ 15 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Транспорт
24.02.26,"- 2 500,00 ₸",Перевод,Ахмад Д.,,user_665,Развлечения
24.02.26,"+ 2 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_966,Дети
23.02.26,"- 3 000,00 ₸",Перевод,Мəди А.,,user_347,Страхование
23.02.26,"+ 3 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Транспорт
23.02.26,"- 2 000,00 ₸",Перевод,Марлен Б.,,user_471,Транспорт
23.02.26,"+ 2 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_379,Связь
23.02.26,"+ 500,00 ₸",Пополнение,Бекет Н.,,user_379,Аренда
23.02.26,"- 1 500,00 ₸",Перевод,Гулдана А.,,user_777,Инвестиции
23.02.26,"+ 1 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Инвестиции
23.02.26,"- 1 999,00 ₸",Покупка,YANDEX.PLUS,,user_347,Медицина
23.02.26,"+ 1 990,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Такси
22.02.26,"- 9 590,00 ₸",Покупка,PS.KZ По номеру счета,,user_809,Красота
22.02.26,"+ 9 600,00 ₸",Пополнение,Мəди А.,,user_809,Авто
22.02.26,"- 500,00 ₸",Перевод,Айдос М.,,user_560,Аренда
21.02.26,"- 3 435,00 ₸",Перевод,Jetkerbay A.,,user_777,Коммуналка
21.02.26,"+ 3 435,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Коммуналка
21.02.26,"- 1 500,00 ₸",Перевод,Құралбек И.,,user_347,Коммуналка
21.02.26,"+ 2 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_347,Транспорт
21.02.26,"- 300,00 ₸",Перевод,Мейрамбек Т.,,user_560,Продукты
21.02.26,"- 200,00 ₸",Покупка,"ИП ""ТОХТИЕВ""",,user_379,Рестораны
18.02.26,"- 7 000,00 ₸",Перевод,Бауыржан Н.,,user_379,Спорт
18.02.26,"+ 7 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Коммуналка
18.02.26,"+ 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_379,Электроника
18.02.26,"- 500,00 ₸",Перевод,Арман Ж.,,user_777,Подписки
18.02.26,"- 691,00 ₸",Перевод,Гүлсезім М.,,user_809,Авто
18.02.26,"+ 1 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_379,Штрафы
18.02.26,"- 10 000,00 ₸",Перевод,Мұхамедəмен Ə.,,user_347,Коммуналка
18.02.26,"+ 10 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Дети
17.02.26,"- 100 000,00 ₸",Перевод,Жанат Б.,,user_521,Кредиты
17.02.26,"+ 99 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Штрафы
17.02.26,"- 2 000,00 ₸",Перевод,Темірлан Б.,,user_966,Одежда
17.02.26,"+ 2 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Спорт
17.02.26,"- 30 000,00 ₸",Перевод,Ахан Д.,,user_521,Дети
17.02.26,"+ 30 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Медицина
16.02.26,"- 9 000,00 ₸",Перевод,Əлішер Б.,,user_809,Аренда
16.02.26,"+ 2 000,00 ₸",Пополнение,С карты другого банка,,user_521,Инвестиции
16.02.26,"+ 2 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Дети
16.02.26,"- 500,00 ₸",Перевод,Жаңыл М.,,user_560,Дети
16.02.26,"+ 2 300,00 ₸",Пополнение,Бекет Н.,,user_560,Инвестиции
16.02.26,"- 4 280,00 ₸",Перевод,Мадина Г.,,user_379,Штрафы
16.02.26,"- 1 500,00 ₸",Перевод,Мəди А.,,user_809,Такси
16.02.26,"- 200 000,00 ₸",Перевод,Мəди А.,,user_560,Рестораны
16.02.26,"+ 200 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Подарки
15.02.26,"- 570,00 ₸",Покупка,AdyaShop,,user_379,Развлечения
15.02.26,"+ 570,00 ₸",Пополнение,Мəди А.,,user_347,Медицина
15.02.26,"+ 800,00 ₸",Пополнение,Мадина Б.,,user_665,Путешествия
15.02.26,"- 800,00 ₸",Перевод,Мадина Б.,,user_809,Кредиты
15.02.26,"- 799,00 ₸",Покупка,APPLE.COM/BILL,,user_471,Кредиты
15.02.26,"+ 9 000,00 ₸",Пополнение,Əлішер Б.,,user_560,Путешествия
14.02.26,"- 500,00 ₸",Перевод,Бейбит М.,,user_560,Одежда
14.02.26,"- 9 419,00 ₸",Покупка,ТОО Компания Эврика,,user_521,Спорт
14.02.26,"+ 10 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_966,Красота
14.02.26,"- 230 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_777,Подарки
14.02.26,"- 23 004,00 ₸",Покупка,ТОО Компания Эврика,,user_379,Кредиты
14.02.26,"+ 250 000,00 ₸",Пополнение,Мəди А.,,user_966,Подарки
13.02.26,"- 250 000,00 ₸",Перевод,Мəди А.,,user_304,Такси
13.02.26,"+ 250 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Электроника
13.02.26,"- 3 760,00 ₸",Перевод,Ольга Я.,,user_379,Подписки
13.02.26,"+ 3 760,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_665,Кредиты
13.02.26,"- 5 000,00 ₸",Перевод,Мұхамедəмен Ə.,,user_304,Спорт
13.02.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Подписки
13.02.26,"+ 4 633,57 ₸",Покупка,GOOGLE *Google One,,user_665,Продукты
12.02.26,"- 4 995,00 ₸",Покупка,GOOGLE *Google One,,user_304,Одежда
12.02.26,"+ 4 995,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_665,Аренда
11.02.26,"- 686,00 ₸",Покупка,MEDIA,,user_560,Аренда
11.02.26,"- 1 288,00 ₸",Покупка,svar_expert KZ,,user_665,Путешествия
11.02.26,"- 2 817,00 ₸",Покупка,ИП ФОРТУНА,,user_560,Ремонт
11.02.26,"- 1 725,00 ₸",Покупка,ИП ЕМЕЛЬЯНОВА ИРИНА ДМИТРИЕВНА,,user_347,Ремонт
11.02.26,"+ 6 800,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_966,Коммуналка
11.02.26,"- 456,00 ₸",Разное,Комиссия за перевод на карту др. банка,,user_560,Ремонт
11.02.26,"- 48 000,00 ₸",Перевод,На карту Freedom Finance Bank*8197,,user_560,Подарки
11.02.26,"+ 12 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_347,Одежда
11.02.26,"+ 36 500,00 ₸",Пополнение,Əлішер Б.,,user_560,Путешествия
11.02.26,"- 500,00 ₸",Перевод,Мамырбек Т.,,user_304,Подписки
11.02.26,"+ 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Коммуналка
11.02.26,"- 10 000,00 ₸",Перевод,Бекжан К.,,user_777,Коммуналка
11.02.26,"+ 3 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Образование
11.02.26,"+ 2 700,00 ₸",Пополнение,Бауыржан Н.,,user_471,Транспорт
11.02.26,"- 30 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_777,Развлечения
11.02.26,"+ 5 570,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Развлечения
11.02.26,"+ 1 800,00 ₸",Пополнение,Дильназ С.,,user_560,Ремонт
11.02.26,"+ 2 800,00 ₸",Пополнение,Бекет Н.,,user_471,Штрафы
10.02.26,"- 4 990,00 ₸",Покупка,GOOGLE *Google One,,user_304,Медицина
10.02.26,"- 1 580,00 ₸",Покупка,GOOGLE *YouTubePremium,,user_521,Питомцы
10.02.26,"+ 30 000,00 ₸",Пополнение,Мұхамедəмен Ə.,,user_560,Рестораны
10.02.26,"- 1 200,00 ₸",Покупка,ИП ЕМБЕРГЕНОВА,,user_304,Транспорт
10.02.26,"- 1 500,00 ₸",Покупка,ИП ЕМБЕРГЕНОВА,,user_521,Образование
10.02.26,"+ 2 700,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Спорт
10.02.26,"- 2 290,00 ₸",Перевод,Асылбек Т.,,user_560,Связь
10.02.26,"+ 2 290,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Продукты
10.02.26,"- 5 000,00 ₸",Перевод,Марлен Б.,,user_471,Подписки
10.02.26,"+ 5 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_347,Спорт
10.02.26,"- 2 000,00 ₸",Перевод,Бакытгуль С.,,user_347,Ремонт
10.02.26,"+ 2 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Рестораны
09.02.26,"- 2 500,00 ₸",Покупка,Аппарат самообслуживания,,user_809,Такси
09.02.26,"+ 2 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_521,Путешествия
09.02.26,"- 800,00 ₸",Перевод,Хақназар Ғ.,,user_809,Образование
09.02.26,"- 21 000,00 ₸",Покупка,ип Кононова ЕЛ,,user_304,Кредиты
09.02.26,"+ 21 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_560,Такси
09.02.26,"- 10 000,00 ₸",Перевод,Мұхамедəмен Ə.,,user_471,Питомцы
09.02.26,"- 855,00 ₸",Разное,Комиссия за перевод на карту др. банка,,user_560,Коммуналка
09.02.26,"- 90 000,00 ₸",Перевод,На карту Freedom Finance Bank*8197,,user_379,Спорт
09.02.26,"+ 2 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Питомцы
09.02.26,"+ 100 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_966,Дети
09.02.26,"- 1 490,00 ₸",Покупка,APPLE.COM/BILL,,user_347,Подписки
08.02.26,"- 29 386,00 ₸",Покупка,OZON,,user_347,Спорт
08.02.26,"+ 7 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_379,Красота
08.02.26,"- 3 390,00 ₸",Покупка,ZH TRADE,,user_304,Красота
08.02.26,"- 1 238,00 ₸",Покупка,FSK Shop,,user_966,Инвестиции
08.02.26,"- 2 519,00 ₸",Покупка,Bloomi,,user_777,Аренда
08.02.26,"- 28 057,00 ₸",Покупка,ABC Retail,,user_966,Подписки
08.02.26,"- 18 309,00 ₸",Покупка,ТОО Компания Эврика,,user_560,Подарки
08.02.26,"+ 53 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_521,Питомцы
08.02.26,"- 380 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_521,Подарки
08.02.26,"- 100 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_966,Ремонт
08.02.26,"- 24 123,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_966,Питомцы
08.02.26,"- 25 000,00 ₸",Перевод,Жанат Б.,,user_966,Развлечения
08.02.26,"- 25 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_560,Питомцы
08.02.26,"- 25 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_521,Электроника
08.02.26,"- 100 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_777,Путешествия
08.02.26,"- 24 049,11 ₸",Перевод на свой счет,На Kaspi Депозит,,user_665,Путешествия
08.02.26,"+ 728 000,00 ₸",Пополнение,С карты другого банка,,user_665,Ремонт
06.02.26,"- 500,00 ₸",Перевод,Нұрболат Б.,,user_347,Продукты
06.02.26,"- 500,00 ₸",Перевод,Берік Б.,,user_665,Путешествия
04.02.26,"- 15 000,00 ₸",Перевод на свой счет,На Kaspi Депозит,,user_560,Образование
04.02.26,"+ 15 000,00 ₸",Пополнение,Хақназар Ғ.,,user_379,Штрафы
03.02.26,"- 300,00 ₸",Перевод,Галымжан С.,,user_966,Дети
03.02.26,"- 1 290,00 ₸",Перевод,Андрей Л.,,user_560,Красота
01.02.26,"- 2 615,91 ₸",Покупка,WWW.PERPLEXITY.AI,,user_809,Красота
31.01.26,"- 40 000,00 ₸",Перевод,Бекжан К.,,user_560,Транспорт
31.01.26,"+ 16 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_665,Аренда
31.01.26,"- 18 000,00 ₸",Перевод,Бахытжан А.,,user_966,Кредиты
31.01.26,"+ 18 000,00 ₸",Пополнение,Бакытгуль С.,,user_304,Продукты
31.01.26,"- 18 000,00 ₸",Перевод,Бакытгуль С.,,user_966,Аренда
31.01.26,"+ 45 000,00 ₸",Пополнение,С карты другого банка,,user_560,Продукты
30.01.26,"+ 1 800,00 ₸",Пополнение,Асылбек С.,,user_379,Такси
30.01.26,"- 5 000,00 ₸",Перевод,Мұхамедəмен Ə.,,user_521,Инвестиции
30.01.26,"+ 5 000,00 ₸",Пополнение,С карты другого банка,,user_379,Красота
29.01.26,"- 2 750,00 ₸",Перевод,Данияр А.,,user_809,Питомцы
29.01.26,"+ 1 200,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Электроника
29.01.26,"+ 1 670,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_777,Путешествия
28.01.26,"- 500,00 ₸",Перевод,Қанағат А.,,user_347,Одежда
28.01.26,"- 500,00 ₸",Перевод,Тенлесбек А.,,user_966,Спорт
28.01.26,"+ 1 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_966,Ремонт
28.01.26,"- 446,50 ₸",Разное,Комиссия за перевод на карту др. банка,,user_521,Образование
28.01.26,"- 47 000,00 ₸",Перевод,На карту Freedom Finance Bank*8197,,user_521,Авто
28.01.26,"+ 1 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_347,Ремонт
28.01.26,"+ 45 962,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_665,Продукты
27.01.26,"- 20 000,00 ₸",Перевод,Мұхамедəмен Ə.,,user_560,Подписки
27.01.26,"+ 20 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_521,Такси
27.01.26,"- 500,00 ₸",Перевод,Ержан Ш.,,user_665,Штрафы
27.01.26,"+ 500,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_471,Дети
27.01.26,"- 15 000,00 ₸",Перевод,Хақназар Ғ.,,user_777,Медицина
27.01.26,"+ 15 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_304,Штрафы
26.01.26,"- 500,00 ₸",Перевод,Куат Ч.,,user_347,Ремонт
26.01.26,"- 500,00 ₸",Перевод,Наргиз Б.,,user_560,Коммуналка
26.01.26,"+ 1 000,00 ₸",Поступление со своего счета,С Kaspi Депозита,,user_809,Путешествия
26.01.26,"- 2 940,00 ₸",Покупка,Too Naubay,,user_304,Медицина
26.01.26,"- 2 760,00 ₸",Перевод,Гулназ Г.,,user_966,Кредиты
25.01.26,"- 865,00 ₸",Перевод,Бауыржан Н.,,user_521,Питомцы
25.01.26,"- 1 190,00 ₸",Покупка,APPLE.COM/BILL,,user_379,Подарки
23.01.26,"- 990,00 ₸",Перевод,Айгүл Б.,,user_809,Продукты
23.01.26,"- 11 330,00 ₸",Перевод,Асылбек С.,,user_304,Подарки
23.01.26,"+ 10 000,00 ₸",Пополнение,Хақназар Ғ.,,user_379,Подарки
23.01.26,"- 26 200,00 ₸",Покупка,Медина,,user_304,Транспорт
23.01.26,"+ 2 000,00 ₸",Пополнение,Дастан Т.,,user_966,Связь
23.01.26,"+ 6 000,00 ₸",Пополнение,Ержан К.,,user_521,Аренда
23.01.26,"+ 2 000,00 ₸",Пополнение,Ерсін Қ.,,user_471,Питомцы
23.01.26,"+ 2 000,00 ₸",Пополнение,Бауыржан Н.,,user_521,Красота
23.01.26,"+ 1 455,00 ₸",Пополнение,Бауыржан Н.,,user_665,Инвестиции
23.01.26,"- 2 910,00 ₸",Перевод,Қуаныш Р.,,user_560,Спорт
23.01.26,"- 2 870,00 ₸",Перевод,Марат Ж.,,user_471,Электроника
